1.133014056297303451e+00 9.831092924446787062e-01 4.145050730071301454e-02
9.197767740984990059e-01 -6.557914820514634258e-01 9.991044408328840776e-01
1.662813464917927142e+00 -2.347119854217460250e-02 -5.906638937390507049e-01
4.710317264144893712e-01 2.481470496785948346e-02 6.446507105928941384e-01
-8.981071262148502266e-01 6.001344394512300173e-01 -1.670101656545768032e+00
5.646603569416245305e-01 1.486915496432207773e+00 -1.675245305099638315e+00
4.517466205312827277e-01 -4.939350473214975668e-01 7.566590360330672782e-01
-6.815797049556675535e-01 6.071635074469250437e-01 -1.470506793110182009e-01
1.843434406688968297e+00 1.356947557271558136e+00 -1.876317012181860089e-01
-7.904299951754841791e-01 -6.005313855996969874e-01 2.561572471760901193e-01
-8.737396385259019738e-01 -7.610272964557356357e-01 -8.002069582539679538e-02
-3.009443099485074047e+00 9.057766073766915227e-01 2.483913179414980910e+00
-4.108531673242077353e-01 7.716635540150859063e-01 -8.790764914736092228e-01
2.695607811258431408e-01 -7.996995145686057738e-01 -2.090311866262203333e-01
1.129834341138695519e+00 2.127303301048190765e+00 9.753039578110711538e-01
-1.690148309145458050e-01 -1.412696303467695924e-01 6.675736286748740200e-01
2.851543458219440108e+00 8.350588550942964483e-01 -6.439501256685327135e-01
-3.991947230353884435e-01 -3.820749887981477189e-01 -1.479907431209723123e+00
4.872133835230140209e-01 -4.098057725175887622e-01 -3.559103638566780969e-02
7.211261312026984172e-01 -1.040271448137540133e+00 -8.347428144200902400e-01
-1.365071099456777529e-02 8.135712959539389555e-01 -1.119363658924008353e+00
-1.081938287249025743e+00 9.626018719952496028e-01 -7.379172312238109210e-01
6.450507170889481501e-02 1.409376793998359245e+00 8.498925684688487525e-01
-3.211163702104504192e-01 -1.875310659358122800e+00 6.661179506990180799e-02
5.438623175786984065e-01 -7.448797782710450122e-01 -1.419105084648624615e+00
-2.872379576326211659e-01 3.253616916793089509e-01 2.202895179594884567e+00
5.334888481479899830e-02 -2.124206564124848373e-01 -1.955667734957400872e-01
1.825495918854546165e-02 8.322785267208442361e-01 1.078535925289792585e+00
2.787158974864452077e-01 -6.162427001364323420e-01 -1.159081515879969659e+00
-2.613624430658454401e+00 9.911551071017895564e-01 1.102178177385449848e-01
-9.569865875839762837e-02 3.784772661641887526e-01 1.364439442908735423e+00
1.398176825008121904e+00 -1.187268712565884510e+00 1.154521564290528879e+00
2.392202998550680970e-01 -1.332900191846844606e+00 -9.709388479814446971e-01
