-1.871951692794789679e+00 -3.012073425724157705e+00 2.587039282899219028e+00
1.654811166385129706e+00 1.697103927832977988e+01 1.014896210532972098e+01
-5.906106003381782266e+00 4.562909538361241135e-01 -5.078033275385186229e+00
1.555021959565233258e+00 -2.365028314079009597e+00 -3.010438651870994686e-01
-1.190801238914948046e+00 -3.040936331593483199e+00 1.441721189873784281e+00
-6.890531688436876578e+00 -1.037135205310399222e+01 1.604398718819325609e+01
-6.956043552411053099e+00 -6.013491973470305396e+00 6.084645724840507697e+00
-3.827030568656113907e+00 -1.759683036313424376e+00 5.553709046871164734e-01
-3.397151693969215014e+00 -3.599557251094283483e+00 2.399564449741171668e+00
6.628102211293522839e-01 -2.522925264846303417e+00 -5.250277357321080807e+00
9.828788211313913337e+00 1.505623808848412359e+01 1.860725941859984855e+00
1.177774680942011543e+01 -2.336540094480845653e+01 -2.471787957917112166e+01
2.576707450937027133e+01 -5.022488586619933670e+01 1.274210674751392425e+01
-5.385543064300494898e+00 -6.253612258109065181e+00 1.843409718595355962e+00
-1.128390530469620323e+01 -9.609110157325085666e+00 2.500823010219700993e-01
-2.325074247235362535e+01 -9.585839899648709306e+00 1.342599687337737180e+01
-5.715873743960111497e+00 -8.162781444786039176e-01 6.203149269818850620e-01
-1.798609933240187253e+00 -3.101431304916751674e+00 2.423119181218730045e+00
2.948077430034127477e+00 4.091800939078107824e+00 -1.625705019640466631e+01
-5.589111499190532406e+00 -8.077534227361926611e+00 4.630077399895935919e+00
1.249638639558978470e+00 -1.769485290960434387e+00 -7.983060179180298199e+00
-5.698657387027704857e+00 -3.553329744912438470e-01 2.996501154298022662e+00
-5.127898444734602990e+00 6.014072287392401961e+01 3.974969263003099229e+01
2.268839290580795254e+00 -2.031963877345329461e+00 -5.972116664531244012e+00
5.005892092477636446e+00 1.618890808676903825e+00 -1.886493809245000541e+00
-2.688113590680434939e+01 -1.123088900455018724e+01 -4.041263266298334145e+01
-1.279447827106550584e+01 -6.501889344004135296e+01 -3.781368796605242011e+01
-1.385821322982116932e+01 -1.639267368426174043e+00 3.750633884655093198e+01
2.664355918294884873e+01 -1.175695795172388358e+01 8.287316430349459528e-01
-5.745368583447451272e+01 7.326591527037649598e+01 -6.933978424350831915e+01
2.965764321158267602e+00 -2.321647307025690665e+00 -2.859438616704289338e+00
-1.703836779438481441e+00 -3.089089793483516644e+00 8.235398891534586596e+00
-2.000122169841113351e+00 -9.967141634311831311e+00 4.123568285333436023e+01
-5.490122257895581726e+00 2.067318382191303954e+02 1.354723153600061210e+02
-2.770539378950006348e+00 -1.021112745455559967e+00 2.676794468438069785e+00
-2.105401958672093770e+02 -4.971810473108291717e+01 2.946352115754755800e+02
4.233621327496278752e+01 2.810989193079931781e+01 9.151043326031113168e+01
-9.541688634195471863e+00 1.309017901289670647e+02 -1.174562985126391368e+02
7.749565142228556525e+00 -6.502646755189680938e+00 2.679931951304916637e+01
-4.569007850229547252e+00 -1.075634381520500726e+00 3.370575179164653434e+00
-3.598530596326768194e+00 -2.807181806405584013e+00 3.521177920395694105e+00
-5.733295852641681067e-01 -8.949178820634193698e+01 -6.842652209285232345e+01
8.865115008018747744e+00 -1.998362247138329906e+01 4.454495596606589203e+01
-4.354719510336301447e+00 -5.877510092552467924e+00 1.728613208905941612e+00
-1.971564824634109314e+00 -5.122785387276991287e+00 1.161842166149540834e+00
-3.563725397733084610e-01 3.840667939203015191e-01 -3.397565631183777413e+00
